num_models,fold,doc_offset,corpus_span,corpus_ent_type,error_type,correct_span,correct_ent_type,notes,time_started,time_stopped,time_elapsed
3,train,283,"[66, 72): 'HARARE'",LOC,None,,,,,,
0,train,283,"[866, 874): 'Florence'",LOC,Both,"[866, 883): 'Florence Chitauro'",PER,,,,
2,train,287,"[610, 619): 'Democrats'",MISC,Tag,,ORG,Political party,,,
3,train,294,"[450, 454): 'U.S.'",LOC,None,,,,,,
3,train,294,"[872, 877): 'BABEL'",ORG,None,,,,,,
0,train,295,"[1312, 1315): 'FBI'",ORG,None,,,,,,
1,train,298,"[49, 60): '1997--Ruehe'",MISC,Token,"[55, 60): 'Ruehe'",PER,Tokenizer treated '1997--Ruehe' as one token,,,
1,train,300,"[786, 792): 'Verona'",PER,Tag,,LOC,,,,
,train,300,,,Missing,"[362, 368): 'Verona'",LOC,,,,
0,train,301,"[3399, 3406): 'Justice'",ORG,None,,,,,,
2,train,307,"[537, 545): 'Bessemer'",ORG,None,,,,,,
0,train,309,"[31, 51): 'WORLD SERIES OF GOLF'",MISC,None,,,,,,
0,train,309,"[543, 547): 'Mark'",PER,Sentence,"[543, 554): 'Mark Brooks'",PER,,,,
0,train,309,"[548, 554): 'Brooks'",PER,Sentence,"[543, 554): 'Mark Brooks'",PER,,,,
0,train,309,"[656, 660): 'Mark'",PER,Sentence,"[656, 668): 'Mark O'Meara'",PER,,,,
0,train,309,"[661, 668): 'O'Meara'",PER,Sentence,"[656, 668): 'Mark O'Meara'",PER,,,,
0,train,309,"[787, 791): 'Fred'",PER,Sentence,"[787, 799): 'Fred Couples'",PER,,,,
0,train,309,"[792, 799): 'Couples'",PER,Sentence,"[787, 799): 'Fred Couples'",PER,,,,
0,train,310,"[221, 226): 'Czech'",LOC,Sentence,"[221, 235): 'Czech Republic'",LOC,,,,
0,train,310,"[227, 235): 'Republic'",LOC,Sentence,"[221, 235): 'Czech Republic'",LOC,,,,
1,train,310,"[93, 96): 'Cup'",MISC,Sentence,"[93, 96): 'Hamlet Cup'",MISC,"Sentence boundary between ""Hamlet"" and ""Cup""",,,
1,train,315,"[1175, 1178): 'GT2'",MISC,Sentence,"[1175, 1195): 'GT2 Marcos LM600 162'",MISC,"Sentence boundary between ""GT2"" and ""Marcos""",,,
0,train,315,"[1179, 1195): 'Marcos LM600 162'",MISC,Sentence,"[1175, 1195): 'GT2 Marcos LM600 162'",MISC,"Sentence boundary between ""GT2"" and ""Marcos""",,,
2,train,315,"[424, 429): 'Ennea'",MISC,Sentence,"[424, 441): 'Ennea Ferrari F40'",MISC,,,,
4,train,315,"[430, 441): 'Ferrari F40'",MISC,Sentence,"[424, 441): 'Ennea Ferrari F40'",MISC,,,,
5,train,315,"[45, 50): 'POKKA'",MISC,None,,,,,,
0,train,315,"[585, 597): 'West McLaren'",MISC,Sentence,"[585, 604): 'West McLaren F1 GTR'",MISC,,,,
0,train,315,"[598, 604): 'F1 GTR'",MISC,Sentence,"[585, 604): 'West McLaren F1 GTR'",MISC,,,,
1,train,315,"[787, 802): 'Gulf McLaren F!'",MISC,Sentence,"[787, 806): 'Gulf McLaren F! GTR'",MISC,,,,
1,train,315,"[803, 806): 'GTR'",MISC,Sentence,"[787, 806): 'Gulf McLaren F! GTR'",MISC,,,,
0,train,315,"[864, 868): 'Paul'",PER,Sentence,"[864, 877): 'Paul Belmondo'",MISC,,,,
0,train,315,"[869, 877): 'Belmondo'",PER,Sentence,"[864, 877): 'Paul Belmondo'",MISC,,,,
0,train,317,"[407, 415): 'Williams'",PER,Tag,,ORG,Racing team,,,
4,train,318,"[147, 165): 'Belgian Grand Prix'",MISC,None,,,,,,
0,train,319,"[156, 167): '1,000 Lakes'",MISC,Sentence,"[156, 173): '1,000 Lakes Rally'",MISC,,,,
0,train,319,"[168, 173): 'Rally'",MISC,Sentence,"[156, 173): '1,000 Lakes Rally'",MISC,,,,
0,train,321,"[49, 53): 'NINE'",PER,Wrong,,,,,,
1,train,323,"[38, 50): 'WARWICKSHIRE'",ORG,None,,,,,,
0,train,328,"[173, 177): 'Oval'",LOC,Sentence,"[169, 177): 'The Oval'",LOC,,,,
0,train,328,"[246, 251): 'Waqar'",PER,Sentence,"[246, 258): 'Waqar Younis'",PER,,,,
0,train,328,"[252, 258): 'Younis'",PER,Sentence,"[246, 258): 'Waqar Younis'",PER,,,,
2,train,328,"[919, 929): 'A. Stewart'",PER,None,,,,,,
0,train,339,"[546, 553): 'Mariusz'",PER,Sentence,"[546, 560): 'Mariusz Srutwa'",PER,,,,
0,train,339,"[554, 560): 'Srutwa'",PER,Sentence,"[546, 560): 'Mariusz Srutwa'",PER,,,,
0,train,343,"[11, 31): 'AUSTRALIAN RULES-AFL'",MISC,Token,"[11, 27): 'AUSTRALIAN RULES'",MISC,"Tokenizer treated ""RULES-AFL"" as a single token",,,
0,train,343,"[11, 31): 'AUSTRALIAN RULES-AFL'",MISC,Token,"[28, 31): 'AFL'",MISC,"Tokenizer treated ""RULES-AFL"" as a single token",,,
0,train,344,"[25, 35): 'AUSTRALIAN'",MISC,None,,,"""Australian rugby league"" in lede, with no capitalization",,,
0,train,345,"[536, 541): 'Chong'",PER,Sentence,"[536, 550): 'Chong Tan Fook'",PER,,,,
0,train,345,"[542, 550): 'Tan Fook'",PER,Sentence,"[536, 550): 'Chong Tan Fook'",PER,,,,
1,train,346,"[207, 212): 'Lotte'",PER,Tag,,ORG,https://en.wikipedia.org/wiki/Lotte_Giants,,,
1,train,346,"[215, 220): 'Lotte'",PER,Tag,,ORG,https://en.wikipedia.org/wiki/Lotte_Giants,,,
1,train,346,"[243, 248): 'Lotte'",PER,Tag,,ORG,https://en.wikipedia.org/wiki/Lotte_Giants,,,
0,train,347,"[81, 93): 'Major League'",MISC,Sentence,"[81, 102): 'Major League Baseball'",MISC,,,,
,train,348,"[1091, 1107): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities,,,
3,train,348,"[1238, 1245): 'CHICAGO'",ORG,None,,,,,,
,train,348,"[1249, 1256): 'ATLANTA'",LOC,Tag,,ORG,Baseball team,,,
,train,348,"[1271, 1279): 'COLORADO'",LOC,Tag,,ORG,Baseball team,,,
,train,348,"[1292, 1303): 'LOS ANGELES'",LOC,Tag,,ORG,Baseball team,,,
,train,348,"[1320, 1329): 'SAN DIEGO'",LOC,Tag,,ORG,Baseball team,,,
,train,348,"[1342, 1355): 'SAN FRANCISCO'",LOC,Tag,,ORG,Baseball team,,,
,train,348,"[1370, 1377): 'FLORIDA'",LOC,Tag,,ORG,Baseball team,,,
,train,348,"[1390, 1397): 'HOUSTON'",LOC,Tag,,ORG,Baseball team,,,
,train,348,"[232, 248): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities,,,
,train,348,"[373, 389): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities,,,
,train,348,"[511, 527): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities,,,
,train,348,"[658, 664): 'BOSTON'",LOC,Tag,,ORG,Baseball team,,,
,train,348,"[678, 687): 'CLEVELAND'",LOC,Tag,,ORG,Baseball team,,,
,train,348,"[702, 711): 'BALTIMORE'",LOC,Tag,,ORG,Baseball team,,,
,train,348,"[723, 731): 'NEW YORK'",LOC,Tag,,ORG,Baseball team,,,
,train,348,"[743, 750): 'CHICAGO'",LOC,Tag,,ORG,Baseball team,,,
,train,348,"[760, 769): 'MINNESOTA'",LOC,Tag,,ORG,Baseball team,,,
5,train,348,"[760, 769): 'MINNESOTA'",LOC,Tag,,ORG,Baseball team,,,
,train,348,"[781, 792): 'KANSAS CITY'",LOC,Tag,,ORG,Baseball team,,,
1,train,348,"[793, 808): 'NATIONAL LEAGUE'",MISC,None,,,,,,
,train,348,"[809, 825): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities,,,
3,train,348,"[88, 109): 'Major League Baseball'",MISC,None,,,,,,
0,train,349,"[1001, 1010): 'Cleveland'",ORG,Tag,,LOC,"""In Cleveland, Kevin Seitzer's two-out singleÉ""",,,
4,train,349,"[2084, 2101): 'Triple-A Columbus'",ORG,Span,"[2084, 2092): 'Triple-A'",MISC,https://en.wikipedia.org/wiki/Triple-A_(baseball),,,
4,train,349,"[2084, 2101): 'Triple-A Columbus'",ORG,Both,"[2093, 2101): 'Columbus'",ORG,https://en.wikipedia.org/wiki/Columbus_Clippers,,,
0,train,349,"[591, 611): 'Mariner Darren Bragg'",PER,Both,"[591, 598): 'Mariner'",MISC,Member of the Seattle Mariners,,,
0,train,349,"[591, 611): 'Mariner Darren Bragg'",PER,Span,"[599, 611): 'Darren Bragg'",PER,,,,
5,train,351,"[151, 166): 'National League'",MISC,None,,,,,,
5,train,351,"[167, 174): 'ATLANTA'",ORG,None,,,,,,
0,train,351,"[83, 95): 'Major League'",MISC,Sentence,"[83, 104): 'Major League Baseball'",MISC,,,,
1,train,352,"[29, 34): 'PORTO'",LOC,Tag,,ORG,Soccer team,,,
3,train,354,"[39, 48): 'BATISTUTA'",PER,None,,,,,,
3,train,355,"[44, 60): 'ITALIAN SUPERCUP'",MISC,None,,,,,,
,train,355,,,Missing,"[175, 185): 'Supercoppa'",MISC,,,,
0,train,356,"[19, 25): 'NORWAY'",LOC,None,,,,,,
0,train,359,"[386, 389): 'St.'",ORG,Span,"[386, 396): 'St. Gallen'",ORG,,,,
4,train,360,"[63, 72): 'STUTTGART'",LOC,None,,,,,,
2,train,362,"[57, 66): 'WORLD CUP'",MISC,None,,,,,,
5,train,363,"[11, 15): 'GOLF'",LOC,Wrong,,,,,,
0,train,366,"[663, 666): 'RKC'",ORG,Sentence,"[663, 675): 'RKC Waalwijk'",ORG,,,,
0,train,366,"[667, 675): 'Waalwijk'",ORG,Sentence,"[663, 675): 'RKC Waalwijk'",ORG,,,,
5,train,368,"[236, 241): 'Blind'",PER,None,,,,,,
3,train,368,"[25, 30): 'BLIND'",PER,None,,,Danny Blind,,,
4,train,369,"[71, 77): 'Indian'",MISC,None,,,,,,
2,train,370,"[11, 23): 'RUGBY LEAGUE'",MISC,None,,,,,,
5,train,371,"[412, 427): 'Loftus Versfeld'",LOC,None,,,,,,
5,train,374,"[77, 86): 'CAPE TOWN'",LOC,None,,,,,,
4,train,377,"[188, 195): 'Russian'",MISC,None,,,,,,
2,train,380,"[19, 28): 'Tauranaga'",LOC,None,,,"Ambiguous: ""Port of Tauranaga"" -- should the entire phrase be an entity?",,,
2,train,385,"[208, 220): 'JORDAN TIMES'",ORG,None,,,,,,
3,train,387,"[1017, 1031): 'JERUSALEM POST'",ORG,None,,,,,,
5,train,387,"[211, 218): 'HAARETZ'",ORG,None,,,,,,
5,train,387,"[589, 605): 'YEDIOTH AHRONOTH'",ORG,None,,,,,,
3,train,387,"[826, 832): 'MAARIV'",ORG,None,,,,,,
5,train,396,"[220, 234): 'Pakistan-ruled'",MISC,None,,Ambiguous: Should this token be split?,,,,
5,train,397,"[1895, 1902): 'Ukraine'",LOC,None,,,,,,
2,train,397,"[1972, 1979): 'Ukraine'",LOC,None,,,,,,
2,train,397,"[83, 112): 'BATKIVSHCHYNA COLLECTIVE FARM'",LOC,None,,,,,,
,train,397,,,Missing,"[1434, 1444): 'Fahrenheit'",MISC,"Either mark this one as an entity *or* remove ""Celsius"" as a MISC entity in the same sentence.",,,
0,train,402,"[121, 126): '1,000'",MISC,Sentence,"[121, 138): '1,000 Lakes Rally'",MISC,,,,
0,train,402,"[127, 138): 'Lakes Rally'",MISC,Sentence,"[121, 138): '1,000 Lakes Rally'",MISC,,,,
5,train,402,"[467, 480): 'Toyota Celica'",MISC,None,,,,,,
5,train,403,"[53, 58): 'LAKES'",MISC,None,,,,,,
0,train,408,"[31, 42): 'WASIM AKRAM'",PER,None,,,,,,
,train,412,"[1033, 1041): 'Pakistan'",LOC,Tag,,ORG,Cricket team,,,
5,train,412,"[1071, 1077): 'Knight'",PER,None,,,,,,
,train,412,"[1266, 1274): 'Pakistan'",LOC,Tag,,ORG,Cricket team,,,
,train,412,"[1312, 1320): 'Pakistan'",LOC,Tag,,ORG,Cricket team,,,
,train,412,"[1368, 1376): 'Pakistan'",LOC,Tag,,ORG,Cricket team,,,
,train,412,"[143, 150): 'England'",LOC,Tag,,ORG,Cricket team,,,
,train,412,"[155, 163): 'Pakistan'",LOC,Tag,,ORG,Cricket team,,,
,train,412,"[187, 194): 'England'",LOC,Tag,,ORG,Cricket team,,,
,train,412,"[20, 27): 'ENGLAND'",LOC,Tag,,ORG,Cricket team,,,
1,train,412,"[244, 249): 'Waqar'",PER,Sentence,"[244, 256): 'Waqar Younis'",PER,,,,
1,train,412,"[250, 256): 'Younis'",PER,Sentence,"[244, 256): 'Waqar Younis'",PER,,,,
,train,412,"[263, 271): 'Pakistan'",LOC,Tag,,ORG,Cricket team,,,
,train,412,"[30, 38): 'PAKISTAN'",LOC,Tag,,ORG,Cricket team,,,
,train,412,"[359, 366): 'England'",LOC,Tag,,ORG,Cricket team,,,
1,train,415,"[1133, 1142): 'Clydebank'",ORG,None,,,,,,
0,train,415,"[1144, 1152): 'Greenock'",ORG,Sentence,"[1144, 1159): 'Greenock Morton'",,,,,
0,train,415,"[1153, 1159): 'Morton'",ORG,Sentence,"[1144, 1159): 'Greenock Morton'",,,,,
0,train,415,"[1286, 1298): 'Queen of the'",ORG,Sentence,"[1286, 1304): 'Queen of the South'",,,,,
0,train,415,"[1299, 1304): 'South'",ORG,Sentence,"[1286, 1304): 'Queen of the South'",,,,,
3,train,421,"[781, 799): 'FC Rimavska Sobota'",ORG,None,,,,,,
1,train,422,"[19, 26): 'HUNGARY'",LOC,None,,,,,,
0,train,422,"[736, 743): 'Stadler'",ORG,Span,"[736, 746): 'Stadler FC'",,,,,
1,train,425,"[473, 476): 'CBF'",MISC,None,,,,,,
3,train,430,"[331, 337): 'Puchon'",ORG,None,,,,,,
3,train,435,"[1255, 1259): 'U.S.'",LOC,None,,,,,,
0,train,436,"[3081, 3086): 'Flora'",LOC,Wrong,,,,,,
1,train,436,"[3087, 3095): 'Perfetti'",PER,Span,"[3081, 3095): 'Flora Perfetti'",,,,,
1,train,438,"[1067, 1083): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities,,,
1,train,438,"[1256, 1263): 'HOUSTON'",LOC,Tag,,ORG,Baseball team,,,
1,train,438,"[1264, 1274): 'CINCINNATI'",ORG,None,,,,,,
5,train,438,"[655, 662): 'DETROIT'",LOC,Tag,,ORG,,,,
3,train,438,"[736, 746): 'CALIFORNIA'",LOC,Tag,,ORG,Baseball team,,,
4,train,438,"[747, 755): 'NEW YORK'",ORG,None,,,,,,
3,train,438,"[759, 766): 'SEATTLE'",LOC,Tag,,ORG,Baseball team,,,
1,train,438,"[767, 782): 'NATIONAL LEAGUE'",MISC,None,,,,,,
4,train,438,"[86, 107): 'Major League Baseball'",MISC,None,,,,,,
1,train,438,"[926, 942): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities,,,
0,train,444,"[109, 121): 'Singer World'",MISC,Sentence,"[109, 128): 'Singer World Series'",MISC,,,,
0,train,444,"[122, 128): 'Series'",MISC,Sentence,"[109, 128): 'Singer World Series'",MISC,,,,
5,train,444,"[770, 777): 'A. Shah'",PER,None,,,,,,
1,train,447,"[200, 208): 'NOTICIAS'",ORG,None,,,,,,
1,train,448,"[71, 74): 'GMT'",MISC,None,,,,,,
2,train,450,"[51, 62): 'Kurt Schork'",PER,None,,,,,,
2,train,450,"[63, 71): 'SARAJEVO'",LOC,None,,,,,,
3,train,455,"[1264, 1271): 'English'",MISC,None,,,,,,
0,train,458,"[1294, 1300): 'Nicola'",MISC,Wrong,,,,,,
0,train,458,"[1301, 1310): 'Fleuchaus'",PER,Span,"[1294, 1310): 'Nicola Fleuchaus'",,,,,
1,train,458,"[363, 366): 'Col'",LOC,Wrong,,,Two kinds of wrong: Sentence boundary and title of person,,,
0,train,463,"[49, 52): 'U.S'",LOC,None,,,Ambiguous: Abbreviation at end of title,,,
0,train,463,"[54, 61): 'MANAGUA'",LOC,None,,,,,,
,train,470,"[236, 247): 'SIMEX Brent'",ORG,Span,"[236, 241): 'SIMEX'",ORG,"SIMEX is a market, and Brent crude is a commodity named after a location",,,
,train,470,"[236, 247): 'SIMEX Brent'",ORG,Both,"[242, 247): 'Brent'",MISC,"SIMEX is a market, and Brent crude is a commodity named after a location",,,
4,train,470,"[87, 92): 'Brent'",ORG,Tag,,MISC,Grade of crude oil named for a location (https://en.wikipedia.org/wiki/Brent_oilfield),,,
0,train,473,"[164, 171): 'Defence'",ORG,None,,,,,,
3,train,473,"[584, 599): 'Prince Abdullah'",PER,Span,"[591, 599): 'Abdullah'",PER,Titles of persons not considered entities,,,
4,train,473,"[644, 650): 'Sultan'",PER,None,,,,,,
2,train,478,"[1179, 1183): 'U.S.'",LOC,None,,,,,,
4,train,478,"[1344, 1351): 'Noranda'",ORG,None,,,,,,
1,train,478,"[1462, 1465): 'RSR'",ORG,None,,,,,,
1,train,479,"[65, 80): 'FORT LAUDERDALE'",LOC,None,,,,,,
5,train,482,"[82, 89): 'Midwest'",LOC,None,,,,,,
5,train,483,"[2205, 2221): 'Dole White House'",ORG,None,,,,,,
2,train,483,"[55, 69): 'Michael Posner'",PER,None,,,,,,
2,train,483,"[70, 77): 'CHICAGO'",LOC,None,,,,,,
,train,484,"[1109, 1125): 'JohnÊHinckleyÊJr'",PER,Sentence,"[1109, 1126): 'JohnÊHinckleyÊJr.'",PER,Incorrect sentence boundary led to period being left off of abbreviation,,,
1,train,484,"[17, 22): 'Reeve'",PER,None,,,,,,
0,train,484,"[349, 353): 'Rep.'",MISC,Wrong,,,Doubly wrong: Sentence boundary and title of person,,,
0,train,484,"[354, 370): 'Richard Gephardt'",PER,None,,,,,,
0,train,488,"[822, 826): 'Sask'",LOC,Sentence,"[822, 827): 'Sask.'",LOC,Incorrect sentence boundary led to period being left off of abbreviation,,,
1,train,488,"[889, 893): 'Alta'",LOC,Sentence,"[889, 894): 'Alta.'",LOC,Incorrect sentence boundary led to period being left off of abbreviation,,,
2,train,491,"[91, 99): 'NYC Time'",MISC,Both,"[91, 94): 'NYC'	",LOC,,,,
0,train,492,"[54, 67): 'STATE OF OHIO'",LOC,None,,,Ambiguous: State as issuer of bond,,,
1,train,492,"[632, 660): 'Banc One Capital Corporation'",ORG,None,,,,,,
1,train,492,"[661, 690): 'S.B.K- Brooks Investment Corp'",ORG,None,,,,,,
1,train,492,"[85, 108): 'OHIO BUILDING AUTHORITY'",ORG,None,,,,,,
,train,492,,,Missing,"[224, 257): 'OCASEK GOVERNMENT OFFICE BUILDING'",LOC,,,,
,train,492,,,Missing,"[410, 427): 'VERN RIFFE CENTER'",LOC,,,,
1,train,498,"[84, 89): 'Dutch'",MISC,None,,,,,,
0,train,499,"[25, 31): 'FRANCE'",LOC,None,,,,,,
3,train,499,"[33, 41): 'LE MONDE'",ORG,None,,,,,,
2,train,500,"[62, 69): 'Finnish'",MISC,None,,,,,,
5,train,504,"[70, 94): 'International Philippine'",ORG,Both,"[84, 94): 'Philippine'",MISC,,,,
2,train,506,"[200, 209): 'LA PRESSE'",ORG,None,,,,,,
1,train,509,"[200, 209): 'THE TIMES'",ORG,None,,,,,,
1,train,509,"[726, 736): 'L-ORIZZONT'",LOC,Tag,,ORG,Name of newspaper,,,
1,train,511,"[218, 229): 'wall Street'",ORG,Tag,,MISC,"Wall Street used to refer to New York City bond market in general; see also [939, 950): 'Wall Street'",,,
1,train,511,"[2578, 2580): 'UK'",LOC,None,,,,,,
0,train,511,"[3188, 3191): 'EMU'",MISC,None,,,,,,
0,train,511,"[620, 624): 'FTSE'",MISC,None,,,,,,
2,train,513,"[3936, 3938): 'M3'",LOC,None,,,,,,
0,train,515,"[11, 27): 'OFFICIAL JOURNAL'",ORG,None,,,,,,
0,train,517,"[527, 531): 'Tour'",MISC,none,,,,,,
,train,518,"[101, 107): 'Cyprus'",LOC,Tag,,ORG,Soccer team,,,
,train,518,"[188, 194): 'Poland'",LOC,Tag,,ORG,Soccer team,,,
3,train,518,"[19, 25): 'POLAND'",LOC,Tag,,ORG,Soccer team,,,
,train,518,"[252, 258): 'Cyprus'",LOC,Tag,,ORG,Soccer team,,,
,train,518,"[31, 37): 'CYPRUS'",LOC,Tag,,ORG,Soccer team,,,
,train,518,"[90, 96): 'Poland'",LOC,Tag,,ORG,Soccer team,,,
4,train,519,"[49, 61): 'RAITH ROVERS'",ORG,None,,,,,,
,train,520,"[111, 126): 'Griqualand West'",LOC,Tag,,ORG,Rugby team,,,
,train,520,"[131, 142): 'New Zealand'",LOC,Tag,,ORG,Rugby team,,,
,train,520,"[224, 239): 'Griqualand West'",LOC,Tag,,ORG,Rugby team,,,
0,train,520,"[24, 39): 'GRIQUALAND WEST'",LOC,Tag,,ORG,Rugby team,,,
,train,520,"[330, 341): 'New Zealand'",LOC,Tag,,ORG,Rugby team,,,
,train,520,"[44, 55): 'NEW ZEALAND'",LOC,Tag,,ORG,Rugby team,,,
,train,520,"[64, 68): 'TOUR'",MISC,Wrong,,,Generic reference to a tour; see lede,,,
0,train,521,"[19, 23): 'BALL'",PER,None,,,,,,
2,train,521,"[35, 50): 'MANCHESTER CITY'",ORG,None,,,,,,
0,train,522,"[63, 70): 'English'",MISC,None,,,,,,
4,train,523,"[299, 311): 'Huddersfield'",ORG,None,,,,,,
0,train,523,"[595, 602): 'Bristol'",ORG,None,,,,,,
0,train,523,"[603, 609): 'Rovers'",ORG,None,,,,,,
4,train,526,"[967, 981): 'Jiul Petrosani'",ORG,None,,,,,,
1,train,527,"[103, 107): 'Hong'",MISC,Sentence,"[103, 117): 'Hong Kong Open'",MiSC,,,,
1,train,527,"[108, 117): 'Kong Open'",MISC,Sentence,"[103, 117): 'Hong Kong Open'",MiSC,,,,
3,train,528,"[280, 289): 'U.S. Open'",MISC,None,,,Period correctly not part of entity at end of sentence.,,,
2,train,528,"[58, 67): 'WIMBLEDON'",LOC,Tag,,MISC,Reference to the tennis tournament,,,
1,train,528,"[591, 595): 'U.S.'",LOC,Both,"[591, 601): 'U.S. Opens'",MISC,,,,
0,train,529,"[2369, 2374): 'Czech'",LOC,Sentence,"[2369, 2383): 'Czech Republic'",LOC,,,,
0,train,529,"[2375, 2383): 'Republic'",LOC,Sentence,"[2369, 2383): 'Czech Republic'",LOC,,,,
0,train,529,"[2424, 2430): 'Sandra'",PER,Sentence,"[2424, 2439): 'Sandra Kleinova'",PER,,,,
0,train,529,"[2431, 2439): 'Kleinova'",PER,Sentence,"[2424, 2439): 'Sandra Kleinova'",PER,,,,
3,train,530,"[1269, 1280): 'LOS ANGELES'",ORG,None,,,,,,
4,train,530,"[1284, 1292): 'MONTREAL'",LOC,Tag,,ORG,Baseball team,,,
5,train,530,"[1293, 1300): 'ATLANTA'",ORG,None,,,,,,
4,train,530,"[1315, 1324): 'SAN DIEGO'",ORG,None,,,,,,
3,train,530,"[1328, 1336): 'NEW YORK'",LOC,Tag,,ORG,Baseball team,,,
3,train,530,"[1337, 1344): 'CHICAGO'",ORG,None,,,,,,
2,train,530,"[1348, 1355): 'HOUSTON'",LOC,Tag,,ORG,Baseball team,,,
1,train,530,"[1356, 1363): 'FLORIDA'",ORG,None,,,,,,
3,train,530,"[1367, 1375): 'ST LOUIS'",LOC,Tag,,ORG,Baseball team,,,
3,train,530,"[1376, 1386): 'CINCINNATI'",ORG,None,,,,,,
0,train,530,"[744, 755): 'KANSAS CITY'",LOC,Tag,,ORG,Baseball team,,,
1,train,530,"[756, 762): 'BOSTON'",ORG,None,,,,,,
0,train,530,"[766, 776): 'CALIFORNIA'",LOC,Tag,,ORG,Baseball team,,,
0,train,530,"[777, 785): 'NEW YORK'",ORG,None,,,,,,
4,train,530,"[789, 796): 'SEATTLE'",LOC,Tag,,ORG,Baseball team,,,
2,train,530,"[797, 812): 'NATIONAL LEAGUE'",MISC,None,,,,,,
3,train,530,"[86, 107): 'Major League Baseball'",MISC,None,,,,,,
3,train,532,"[1105, 1107): 'AL'",MISC,Span,"[1105, 1112): 'AL East'",,,,,
3,train,532,"[1108, 1112): 'East'",MISC,Span,"[1105, 1112): 'AL East'",,,,,
0,train,534,"[1234, 1244): 'Washington'",LOC,Tag,,PER,MaliVai Washington,,,
3,train,534,"[2047, 2056): 'Wimbledon'",MISC,None,,,,,,
2,train,536,"[19, 28): 'MARSEILLE'",ORG,None,,,,,,
1,train,539,"[235, 245): 'Bundesliga'",MISC,None,,,,,,
4,train,543,"[47, 54): 'CYPRIEN'",PER,None,,,,,,
4,train,544,"[78, 90): 'Gianni Bugno'",PER,None,,,,,,
5,train,545,"[48, 67): 'TOUR OF NETHERLANDS'",MISC,None,,,,,,
4,train,547,"[45, 48): 'PSE'",ORG,None,,,,,,
0,train,547,"[615, 624): 'METROSTAV'",ORG,None,,,,,,
0,train,547,"[934, 945): 'SPT TELECOM'",ORG,None,,,,,,
1,train,549,"[403, 421): 'The New York Times'",ORG,None,,,,,,
0,train,551,"[517, 522): 'Villa'",PER,Tag,,ORG,Aston Villa FC,,,
5,train,553,"[1456, 1466): 'Australian'",MISC,None,,,,,,
3,train,553,"[1805, 1814): 'Batchelor'",PER,None,,,,,,
4,train,553,"[1816, 1822): 'Barton'",PER,None,,,,,,
2,train,553,"[3167, 3181): 'Arabised north'",LOC,Both,"[3167, 3175): 'Arabised'",MISC,Arabise: to give (someone or something) an Arab or Arabic character.,,,
2,train,553,"[3167, 3181): 'Arabised north'",LOC,Span,"[3176, 3181): 'north'",,,,,
5,train,553,"[352, 356): 'SPLA'",ORG,None,,,,,,
5,train,553,"[61, 74): 'Peter Smerdon'",PER,None,,,,,,
3,train,553,"[75, 82): 'NAIROBI'",LOC,None,,,,,,
5,train,555,"[61, 75): 'Dmitry Kuznets'",PER,None,,,,,,
2,train,555,"[76, 87): 'NOVYE ATAGI'",LOC,None,,,,,,
2,train,562,"[53, 63): 'Peter Laca'",PER,None,,,,,,
2,train,562,"[64, 74): 'BRATISLAVA'",LOC,None,,,,,,
3,train,567,"[53, 62): 'SAO PAULO'",PER,Tag,,LOC,,,,
3,train,573,"[1169, 1174): 'Peron'",PER,None,,,,,,
4,train,579,"[68, 75): 'BAGHDAD'",LOC,None,,,,,,
,train,581,"[2387, 2390): 'Rep'",MISC,Wrong,,,Doubly wrong: Incorrect sentence boundary and title of person,,,
2,train,581,"[266, 269): 'Rep'",MISC,Wrong,,,Doubly wrong: Incorrect sentence boundary and title of person,,,
2,train,581,"[61, 72): 'Alan Elsner'",PER,None,,,,,,
2,train,581,"[73, 80): 'CHICAGO'",LOC,None,,,,,,
1,train,582,"[1099, 1111): 'NORTH DAKOTA'",LOC,None,,,,,,
1,train,582,"[11, 15): 'U.S.'",LOC,None,,,,,,
2,train,582,"[1112, 1118): 'Hunter'",LOC,None,,,,,,
5,train,582,"[1202, 1204): 'MT'",LOC,None,,,,,,
1,train,582,"[1237, 1242): 'Havre'",LOC,None,,,,,,
1,train,582,"[1243, 1245): 'MT'",LOC,None,,,,,,
3,train,583,"[155, 183): 'Birmingham Public Park & Rec'",LOC,Tag,,ORG,City government department,,,
2,train,583,"[35, 38): 'Ala'",LOC,Sentence,"[35, 39): 'Ala.'",,Incorrect sentence boundary led to period being left off of abbreviation,,,
0,train,585,"[151, 156): 'Akron'",ORG,None,,,City government,,,
0,train,590,"[100, 106): ', Inc.'",ORG,Sentence,"[78, 106): 'Robert W. Baird & Co., Inc.'",ORG,,,,
0,train,590,"[78, 99): 'Robert W. Baird & Co.'",ORG,Sentence,"[78, 106): 'Robert W. Baird & Co., Inc.'",ORG,,,,
